Converted?,Avg Policy Size,Grid State,Years Positive,Operating Acreage,Rain Index Variance,Distance to Nearest Customer (Miles)
0,34076,CO,14,13451,0.27261852,
0,27382,NE,9,5537,0.2787246,2
0,7017,CO,12,2429,0.38247316,
0,23374,CO,11,8282,0.5590643,
0,8779,MT,9,3238,0.43121509,
0,93141,TX,13,17632,0.58887041,39.6
0,39187,TX,12,5998,0.43217755,
0,18954,WY,9,9804,0.52106939,
0,5829,NM,10,1921,0.46146218,0.9
0,161169,UT,12,72526,0.38262329,
0,4139,MT,14,1920,0.34193464,
0,71721,KS,12,9301,0.37802277,
0,22405,MT,8,11412,0.31768484,14
0,38312,KS,12,4478,0.39517252,
0,41230,UT,15,645668,0.42001015,3.6
0,,NE,15,,,
0,2848,MT,6,1261,0.38779399,11.9
0,10037,CA,13,1118,0.80706535,
0,,OK,15,,,
0,6262,SD,11,1917,0.37725675,
0,1153,ID,12,279,0.25327225,16.3
0,46504,CO,12,16608.52,0.52135289,
0,5277,CO,11,2526,0.23012276,
0,761586,NV,14,215002,0.26144685,0
1,,CO,15,,0.19668773,
0,19504,WY,12,6649,0.4479658,
0,28433,OR,14,1787,0.28888047,
1,142294,WY,13,60408,0.45278287,
1,41713,UT,14,12514,0.36920288,
0,7294,WY,13,4356,0.48986355,20.7
0,,NV,15,,,
0,19361,WY,10,11170,0.27266666,
0,17905,MT,14,6659,0.35664428,
0,151,UT,11,77,0.32443641,
0,17449,CA,13,3414,0.44448923,
0,2957,IA,8,253,0.18800309,
0,78084,CA,13,14594,1.42280986,7.4
0,,CO,15,,,
0,36729,OK,12,4342,0.40476271,1
0,6073,NM,14,2525,0.60825767,1.5
0,1562,UT,9,777,0.34512727,0
0,,UT,15,,,
0,,CA,15,,,
0,49539,TX,14,6025,0.58838518,
1,2065,NM,12,748,0.33308642,1.2
0,4733,WY,11,2665,0.28527784,5.3
0,111621,UT,14,34641,0.55679467,
0,30349,TX,14,4454,0.46018166,22.9
0,25583,KS,11,2164,0.22373744,
0,24945,NM,13,8440,0.26881244,
0,19564,OR,13,5792,0.24648111,
0,271,CO,9,123,0.32838192,
0,61302,TX,13,19682,0.67482767,11.5
0,152729,CO,14,58244,0.30146356,
0,29308,TX,13,4396,0.51294396,12
0,14366,CA,12,2886,0.7720006,
0,,CA,15,,,
0,8381,AZ,12,3841,2.152745,0
0,,MO,15,,,
0,2376,WI,5,235,0.2340692,
0,3666,MO,10,433,0.20910172,
0,,CO,15,,,
0,6188,NM,12,2627,0.42523972,
0,8056,NM,12,1891,0.557201,20.2
0,30425,SD,10,7960,0.38263559,
0,156803,NM,11,47041,0.84886766,
0,7003,CA,12,1098,3.58920673,
0,4616,CO,12,1791,0.33329432,0
1,47292,OR,12,12473,0.44821419,0
0,75776,AZ,14,26201,0.5832751,20.8
1,13219,UT,13,6475,0.22795407,9
0,7814,AZ,14,2747,0.36245861,
0,82905,KS,14,7147,0.28458065,
0,,OR,15,,,
0,208824,WY,13,134244,0.26042183,
0,1502,CA,13,131,0.36673945,
0,16706,UT,11,8353,0.64522527,
0,3836,ID,12,959,0.64680801,7.5
0,2680,CO,11,1022,0.26605686,
0,30001,UT,14,27552,0.49551915,
0,3658,FL,13,469,0.20664619,
0,18648,ID,13,4054,0.43748046,
0,63442,CO,15,27989,0.31865432,
0,29780,CA,10,4193,1.79080453,1
0,1950522,OR,15,92560,0.33702643,
0,15852,UT,13,7354,0.42001015,
0,16178,CO,10,7000,0.33962659,
0,,WY,15,,,
0,,NM,15,,,
0,,IN,15,,,
0,470266,AZ,13,92730,0.48678495,0
0,57945,KS,12,30677,0.39254264,
0,,AZ,15,,,
0,,CA,15,,,
0,14615,KS,11,1164,0.30665614,
0,10887,OH,11,1072,0.10274838,
1,98156,NM,12,39437.81,0.68269474,
0,38446,CO,14,15176,0.27261852,
0,148587,NM,12,49164.84,1.16694464,
0,35958,AZ,13,11395,0.50047117,
1,53450,NM,12,20735,0.74297083,
0,19658,MT,13,9055,0.32537178,14.1
0,39718,UT,14,17873,0.42618655,
0,161572,NM,14,54174,0.87407134,10.9
0,40637,NM,14,13446,1.06559327,
0,43160,NM,13,14826,0.83938757,
0,2411,CO,13,1107,0.16024559,
0,6860,NM,14,2241,0.5705962,14.3
0,101673,NM,13,36026,0.77158625,
0,9818,MT,9,2824,0.67905237,13.3
0,108356,UT,12,68675,0.55907218,0
0,11565,KS,14,997,0.28458065,
0,24364,WY,13,9725,0.31709055,0
0,3475,VA,12,904,0.11162944,
0,32208,NM,14,13420,0.60825767,
0,61773,OR,11,17483,0.23371099,
1,,CO,15,,,
0,,NM,15,,,
1,61701,AZ,13,23731,0.56194078,
0,23045,AZ,14,10582,0.19705597,
0,158191,NM,13,65913,0.66910517,
0,87704,NM,12,26137.01,0.28829676,
0,8255,ID,12,1280,0.35727868,1.3
0,62955,CO,10,27240,0.33962659,
0,17024,OR,12,1878,0.21282691,7.2
0,116201,UT,13,51265,0.38262329,
0,113004,OR,11,15695,0.15969837,
0,615,CO,10,225,0.26768677,
1,34407,CO,11,10678,0.42985134,
0,32801,TX,12,6740.01,0.70295082,
0,111883,CA,13,9910.92,1.05145799,
1,308564,OR,11,17779,0.31089093,
0,99678,OR,14,33474,0.13570651,
0,32005,NE,11,2869,0.36070368,
0,4481,NE,10,390,0.26795398,
0,31249,CO,9,9903,0.25085103,
0,6368,CO,11,3149,0.18286648,
0,21235,CA,15,4743,0.27694479,0
0,101574,UT,15,40410,0.39893572,0
0,,CA,15,,,
0,21378,OR,13,2335,0.62295904,
0,27156,CA,12,2263,0.59434609,
0,356,UT,10,193,0.44807961,
0,25639,AZ,14,10413,0.24269732,0
0,5052,TX,11,731,0.48284496,
1,356764,AZ,14,110720,0.30975794,
0,320921,AZ,12,106187,0.51703585,
0,54750,AZ,12,27997,0.75904599,
1,98525,TX,14,28978,1.04299696,
0,,AZ,15,,,
0,,ID,15,,,
1,69572,UT,13,39134,0.19075115,
0,22184,KS,14,2221,0.40138487,44.9
0,1033401,AZ,15,305941,0.68528471,
0,229806,AZ,14,89924,0.30948286,
0,20944,AZ,14,13090,0.57607317,
0,,AZ,15,,,
0,7086,ID,12,1716,0.25096521,17.3
0,,AZ,15,,,
0,,AZ,15,,,
1,72583,UT,13,39134,0.3795395,1.2
0,15083,MT,10,7632,0.25418573,8.7
0,4069,AZ,14,1845,0.19705597,4.1
1,49428,NV,14,14258,0.44242562,
0,71430,NM,13,22478,0.67480031,
0,370998,NM,13,175736,0.47416648,
0,6748,TX,14,1419,0.47901227,
0,47496,TX,13,7205,0.4534783,0
0,,AZ,15,,,
0,20963,TX,12,4813,0.53884168,
0,22642,CA,13,1990,0.59667443,
1,130350,TX,13,32273,0.50615145,12.1
0,16044,AL,12,1723,0.18803896,281.5
0,19894,TX,14,3212,0.58002023,49.9
0,4851,AZ,12,2957,0.57607317,0
0,5176,AZ,12,1974,0.35184294,
0,12647,ID,11,2952,0.32735326,15.6
0,,OR,15,,,
1,52609,MT,10,17935,0.83931707,
0,235884,OR,10,15164,0.31052733,
0,1027451,ID,9,192647,0.45934255,
0,41501,ID,13,11183,0.34991991,
0,550,UT,9,387,0.44296284,
0,5735,NE,14,1955,0.26680322,
0,42127,OR,11,10192,0.43625158,
0,15939,TX,15,2415,0.50648154,
0,98749,ID,12,19838,0.3096194,
0,292968,ID,11,67263,0.46473937,
0,292894,ID,11,67246,0.46473937,
0,26263,ID,14,8396,0.42213745,4.1
0,63722,WY,13,26799,0.54905953,
1,2506,CO,14,641,0.57721859,17.9
1,362462,NM,14,83645,0.69502416,
0,,NV,15,,,
1,3737025,NV,15,1013049,0.31848114,
0,64628,WA,12,13218,0.46457969,8.8
0,6825,MT,9,3527,0.31692744,8.5
0,13791,MT,10,7127,0.3356556,9.6
0,,AZ,15,,,
0,24988,AZ,14,9801,0.64281535,0.8
0,4958,NM,13,1769,0.43156208,16.9
0,141924,AZ,13,77885,0.72540194,
0,5238,MT,10,2560,0.28815269,21.5
0,110407,AZ,12,36265,0.59776891,
0,357338,UT,10,131805,0.58792622,
0,17334,AZ,11,10630,0.5967225,0
0,408995,TX,12,58243,0.60174742,
0,43785,AZ,13,19508,0.77559629,
0,,NM,15,,0.63290898,
0,158370,CO,15,58884,0.15862909,0
0,44625,NM,12,17018,0.33366075,
0,,NM,15,,,
0,19225,MT,11,6952,0.25188041,18.9
0,56679,SD,8,22773,0.22592376,
0,,AL,15,,,
0,1973,MS,10,296,0.20996172,
0,120682,OR,14,31780,0.30849142,2
0,4188,KS,13,391,0.29465276,
0,2667,AL,11,327,0.14125625,
0,,AL,15,,,
0,39484,CO,11,18394,0.21834472,2.8
0,2504,SD,8,646,0.32475734,4.3
0,,AL,15,,,
0,4345,AL,12,808,0.11792549,
0,,SD,15,,,
0,788346,TX,13,262782,0.54679383,
0,,AL,15,,,
0,2451,TN,10,443,0.12988961,
0,381135,OR,11,46105,0.16586016,
0,,AL,15,,,
0,32337,IL,9,2364,0.1947154,223.1
1,38027,ND,10,8227,0.47866452,
0,141768,CA,14,14672,0.61379979,10.5
0,12663,NC,11,1638,0.1611972,586.7
0,99709,MT,10,39707,0.32592093,
0,112878,ID,11,24270,0.60182121,0
0,4151,UT,14,1821,0.47064223,3
0,,FL,15,,,
0,5257636,TX,13,942604,0.84319177,
0,,AL,15,,,
0,,AL,15,,,
0,9040,TX,13,2008,0.60600841,4.1
1,223953,TX,11,67186,1.2035039,
0,87922,SD,8,35326,0.22592376,
0,108395,AZ,13,36953,0.35825586,
0,36673,NM,14,15717,0.33542591,
0,46893,OK,13,5570,0.43911401,15.3
0,,NM,15,,,
0,11435,NM,13,2819,0.47154897,28.9
0,8289,AZ,14,3106,0.31200009,0
0,0,NM,15,,0.40761296,
0,52640,NM,12,12874,0.57194324,
0,1480,MT,8,640,0.49542847,12.8
0,,TX,15,,0.62654444,
0,292968,ID,11,67263,0.46473937,
0,342135,OR,13,30427,0.68599007,
0,182516,OR,11,44157,0.43625158,
0,1473237,ID,9,305510,0.37697786,
1,48131,OR,12,5442,0.21282691,
0,404480,NV,14,127284,0.35818765,
0,5639,ID,10,1323,0.30031295,11.1
1,72417,MT,11,25362,0.2832136,158.4
0,19805,ID,11,4481,0.43914568,26.1
0,0,OR,15,,0.16586016,
0,30392,ID,8,7556,0.29822535,
0,20456,ID,11,4640,0.42229888,3.1
0,1178550,ID,11,187402,0.36153875,
0,27104,OK,11,3750,0.28223281,16.6
0,2989,AR,10,321,0.19633029,
0,14180,OR,12,1818,0.21038364,
0,0,ID,15,,0.26504403,
0,38506,MT,11,14810,0.147108,
0,6430,OK,9,846,0.28516645,
0,22761,OK,10,2360,0.40104877,
0,16788,ID,8,4777,0.30031295,1.4
0,6524,OK,12,716,0.37230913,
0,38233,MT,14,17205,0.32774131,
0,,WY,15,,,
0,194565,OR,13,21251,0.62295904,
1,34377,ID,11,8994,0.35185049,
0,3687,OH,11,316,0.11459263,
0,113663,NV,13,34099,0.5593769,
0,21226,OK,10,2939,0.25498961,
0,1145,NC,11,152,0.17554522,
0,104689,NV,13,28902,0.71048032,
0,15604,ID,12,3643,0.35771076,26.4
0,56306,NV,10,17120,0.50268388,
1,23604,OH,11,2297,0.11697827,385.6
1,1161625,ID,12,251610,0.34144947,
0,517121,OR,12,130944,0.32401416,0
0,17436,NV,9,5812,0.37533176,
0,11871,WY,14,4968,0.54905953,0.8
1,1749098,ID,11,270479,0.36233759,
0,3567,MT,10,1630,0.40127573,34.3
0,229176,ID,8,39665,0.26994688,
1,1574936,ID,11,322146,0.33015593,
0,222886,NV,14,70139,0.35818765,
0,411421,WA,10,53201,0.49889039,
0,91519,OR,13,9996,0.62295904,
0,2298,OR,14,144,0.2544091,
0,33081,OR,11,8914,0.32401416,
1,387196,ID,11,80294,0.5643764,
0,2490,OR,12,641,0.46524699,3.3
1,217857,WY,13,91622,0.54905953,
1,0,NV,15,,0.42322001,
0,543174,NV,13,149956,0.71048032,
0,,NV,15,,,
0,,TX,15,,,
0,30863,KS,11,3121,0.25745864,
0,15083,TX,12,2240,0.38057881,
0,277880,TX,13,35625,0.43366894,17.3
0,3139,CO,12,1452,0.23012276,0
0,13413,TX,12,1768,0.44188771,4.1
0,20287,TX,12,2844,0.43090546,
0,67051,ID,10,14300,0.42048245,
0,73068,WY,8,35740,0.42461035,
0,5861,ID,9,1680,0.2421052,
1,942534,ID,12,208936,0.46341061,
0,41779,OR,12,9895,0.3226277,
0,215306,ID,11,47494,0.49166834,
0,2078861,WA,14,284400,0.25609438,59.4
0,341726,ID,10,75752,0.51390326,
0,10001,ID,10,2557,0.3221107,
0,1454879,ID,9,301703,0.37697786,
0,86577,OR,12,25801,0.2653701,
0,40126,WY,14,25432,0.37154456,
0,1932,MT,10,1229,0.20628259,36
0,23474,MT,8,8588,0.40743565,
1,32856,MT,13,10127,0.66856447,
1,103970,WY,10,43321,0.469325,
0,3529,SD,11,1005,0.3295707,
0,1294,ID,8,341,0.26504403,7.8
0,153498,ID,14,35349,0.22771481,0
0,2732,ID,9,783,0.2421052,
0,2624,ID,10,671,0.3221107,
1,20166870,ID,12,2493157,0.21058613,
0,246650,OR,11,54408,0.36038995,
0,95983,OR,11,10139,0.37823622,
0,99803,NM,15,27553,0.60557335,
0,25439,WY,11,12050,0.42091892,
0,188888,CO,14,53508,0.35487899,24
0,,TX,15,,0.47244867,
0,60857,KS,12,6224,0.25602244,
0,11009,ID,11,2578,0.42666128,2.3
0,64356,NM,13,20539,0.34344274,
0,41624,TX,13,7740,0.63206011,
0,79281,NM,13,31023,0.85470832,
0,,TX,15,,0.45561269,
0,63888,TX,15,9680,0.47728837,
0,6628,MT,7,3522,0.25418573,24.9
0,15424,TX,12,2253.53,0.43884581,
0,36013,TX,12,5384,0.45561269,
0,49447,TX,13,8004,0.26268754,
0,145944,ID,10,39563,0.37310677,
0,,WY,15,,,
0,468026,CA,12,81950,0.89060114,
0,,ID,15,,,
0,97582,OR,12,33827,0.36839802,3.9
1,101931,OR,14,28490,0.28709273,
0,6937,TX,11,1103,0.42813661,
1,8085,AZ,11,3974,0.79445445,23.3
0,35554,AZ,12,15841,0.74050202,
0,29669,WY,11,9242,0.28848328,26.4
0,16571,AZ,12,5565,0.51816654,
1,282971,OR,11,18726,0.28067762,
0,54667,AZ,14,26452,1.1735352,
0,0,ID,15,,0.21945058,
0,2143,MT,10,800,0.31521116,3.3
0,35320,ID,14,8134,0.32656168,0
0,995710,ID,12,215418,0.25335664,
0,7145,MT,9,3840,0.40453725,1
0,31130,OK,9,3870,0.29880484,43.6
0,41711,OR,15,5740,0.12276813,
0,25049,ID,9,5317,0.51207297,
0,564763,ID,14,114479,0.33780061,
0,217345,OR,15,27505,0.12276813,0
0,3111,NV,11,1007,1.71876124,
0,10540,ID,12,1303,0.21058613,
0,388608,ID,10,64529,0.26627228,
0,220066,ID,12,52957,0.25380047,
0,11815,MT,13,5122,0.39488084,3.9
0,4355,ID,11,666,0.39958001,8.5
0,270620,WY,12,152224,0.25718072,
0,30479,ID,14,3765,0.22966932,57.9
0,172528,OR,12,45402,0.29328954,
0,5121,ID,11,759,0.37959054,7.4
0,150509,OR,11,16890,0.23654631,
0,17012,OR,11,1797,0.37823622,
0,28198,KS,8,2782.65,0.34613855,
0,48655,MT,9,22116,0.21324018,15.6
0,378961,ID,13,63158,0.25537086,0
0,,UT,15,,0.51870945,
0,38530,NE,11,11724,0.35959014,7.3
0,2981,ID,12,665,0.46341061,8.8
0,39258,WY,14,18402,0.48947144,
0,1445,MT,6,640,0.38779399,16.9
1,70963,UT,11,49128,0.39254264,
0,1514507,UT,15,579795,0.40472657,
0,1806,WY,10,1029,0.30258803,
0,6412,WY,11,3102,0.39068653,2.6
0,,WY,15,,0.30062963,
1,1422,WY,9,818,0.32182493,12
1,42883,OR,10,4336.49,0.30969489,
0,,NM,15,,,
0,29539,OK,10,4344,0.21961136,
1,706782,AZ,13,590792,0.51703585,
1,,TX,15,,,
1,123663,NV,14,58577,0.29271427,
1,261158,CA,14,57889,0.27658118,4.7
1,,KS,15,,,
1,91718,ND,14,21075,0.42545036,4.5
1,23498,TX,13,3657,0.35658485,91.9
1,,TX,15,,,
0,25506,NV,9,8502,0.37533176,
1,4657,MT,11,2352,0.21471756,12.6
1,3452,MT,11,1765.37,0.18942534,
0,2339292,NV,15,626596,0.44761606,
1,16528,NE,10,1419.38,0.37624119,
0,,TX,15,,,
1,,TX,15,,,
1,4914,CO,13,2601.55,0.17006467,
1,46754,NE,10,9519,0.324262,13
1,47018,OR,10,14900,0.23371099,
1,,,15,,,28.5
0,15765,UT,12,432432,,
0,11274,ID,12,2536.67,0.45315258,
1,,TX,15,,,
1,23144,CA,12,2293,1.15926311,56.3
1,,OK,15,,,
1,,CO,15,,,
1,,NE,15,,,
1,,NV,15,,,
1,7500,AZ,14,2878,0.28869838,0
1,7500,AZ,14,2878,0.28869838,0
1,16886,OK,13,1720,0.43952961,14.6
1,,AZ,15,,,
1,28631,CA,13,7421,1.72548021,21.4
1,20376,UT,7,10662,0.44807961,
0,,UT,15,,,40.4
1,,NV,15,,,
1,6485,ID,13,1417,0.32699578,0.5
1,603063,OR,15,46845,0.62295904,
0,201550,OR,11,45348.72,0.30563101,
1,22788,OR,11,2617,0.26590898,1.3
1,9724,WY,10,4131,0.40458426,0
1,56060,ID,14,7936,0.53001786,15.4
0,15182,ID,12,2677,0.30708874,0
1,18789,OK,9,2348.61,0.28516645,
1,138365,OR,11,18100.14,0.20296148,
1,871742,OR,14,31738,0.25083459,
1,6606,OR,10,1835,0.33035417,
1,1229469,OR,14,92258,0.24625794,
1,112643,CA,10,11871,1.72362724,
0,69187,WY,10,28828,0.469325,
0,2099,UT,12,1111,0.39254264,
0,27826,KS,11,2408,0.31384738,
0,100672,CO,13,37752,0.17632687,
0,541511,OR,9,119451,0.343346,
0,120168,ID,10,22438,0.31589461,
0,59889,ID,13,14077,0.41948196,5.1
0,19526,NM,13,7086,0.37563682,
0,20657,MT,10,8083,0.28796565,
0,14672,TX,10,1863,0.42764071,18.5
0,37523,TX,11,5086,0.26178928,
0,11692,TX,11,1729,0.3518335,85.6
0,267680,UT,13,154431,0.33149076,
0,,UT,15,,,
0,3938,MT,10,1363,0.79251416,
0,,ID,15,,,27.7
0,,UT,15,,,
0,,WA,15,,,
0,,KS,15,,,
0,2670,KS,11,270,0.25745864,
0,6467,MT,10,2610,0.28530526,1.1
0,194454,SD,10,60767,0.34400737,
0,18654,WY,14,12662,0.31984009,1
0,,AZ,15,,,
0,,OK; TX,15,,,
0,8884,UT,11,3496,0.69330291,0
0,16292,KS,11,1721,0.2693478,
0,14389,WY,10,9120,0.24585581,
0,21720,AZ,12,8283,0.35184294,
0,5597,CO,11,2830,0.2552138,
0,116693,TX,12,15536,0.56880319,
0,,TX,15,,,
0,2019236,NV,15,729410,0.48897901,0
0,,AZ,15,,,
0,2924,CO,13,1061,0.40197022,
0,15643,UT,14,13282,0.407977,
0,577952,CA,15,74521,0.42427401,
0,,NV,15,,,
0,618201,CA,12,30859,0.62728746,
0,50743,WY,12,29655,0.29893809,
0,2506,MT,10,1393,0.28240941,10.7
0,,NV,15,,,
0,255622,AZ,15,84880,1.31027085,16.2
0,90194,NE,6,21939,0.27819,
0,2906,MT,10,1282,0.28830093,
0,173474,WY,14,53468,0.2695068,
0,13567,NM,13,4672,1.07311828,13.1
0,3744,NV,15,1862,0.57834449,0
0,1253,CA,12,160,1.59054874,2.4
0,35222,CA,11,7304,0.36293448,
0,,UT,15,,,
0,7546,CO,14,2234,0.3975254,
0,2017,CA,8,199,3.80047367,
0,48225,WY,14,35002,0.18708558,
0,449623,NV,14,129699,0.44242562,
0,10894,NM,14,4539,0.60825767,
0,,AZ,15,,,
0,261524,ID,10,70895,0.37310677,
1,139904,UT,14,55714,0.34696349,
0,17163,NM,13,3934,0.67843074,14.1
0,72391,UT,12,32197,0.41970094,0
0,,CO,15,,,
0,,TX,15,,0.56390416,
0,15368,OR,11,3866,0.56201113,0
0,4322,AZ,12,2234,0.77732905,1.1
0,5422,MT,8,2407,0.39376378,3.2
0,2218581,NV,12,623976,0.4836185,
0,296,UT,11,392,0.26743085,
0,,AZ,15,,,
0,11993,TX,13,2933,0.45192254,
0,,WA,15,,,
0,1313,WY,10,787.8,0.26502508,
0,1455,NM,12,359,0.40347666,5.6
0,92780,NM,13,32365,0.75051694,
0,2956,TX,14,821,0.4081808,
0,9891,NM,11,3363,0.45456834,19.3
0,8395,MT,7,4106,0.384293,0
0,2038,AZ,10,640,0.83236481,12.7
0,,WY,15,,,
1,1075726,AZ; NM,14,150678,0.37353242,
0,,UT,15,,,
0,203774,NM,14,80437,0.22220332,
0,11614,NM,12,3007,0.44449077,29
0,7887,UT,14,2575,0.71008176,0
0,,OR,15,,,
0,,NV,15,,,
0,,NV,15,,,
0,5860,NM,12,1909,0.41802287,9.1
0,,UT,15,,,
0,,NV,15,,,
0,73554,CA,11,15467,0.35884144,
0,,UT,15,,,
0,,NV,15,,,
0,1069358,OR,11,60759,0.35325627,
0,,UT,15,,,
0,97066,UT,13,111999,0.25688204,0
0,1099,MT,10,341,0.29143928,
0,,WY,15,,,
1,,UT,15,,,
1,441277,CO,13,194681,0.22667711,
0,192867,CO,15,88778,0.38632347,0
0,1755,CO,11,671,0.21651422,7.9
0,288277,ID,13,50548,0.34333591,0
0,,UT,15,,,
0,31478,OR,10,3625,0.23654631,11.3
0,563973,NV,14,155617,0.35115112,0
0,,MT,15,,,
0,,NV,15,,,
0,232605,UT,13,108027,0.51863879,1.3
0,,UT,15,,,
1,,WY,15,,,
0,,WY,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,472960,NV,13,135351,0.35403592,0
0,361977,UT,15,155811,0.51112038,0
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,7539,ID,8,1321,0.25537086,2.7
0,,MT,15,,,
0,,UT,15,,,
0,10681,WY,12,5282,0.19263563,
0,,UT,15,,,0
0,22623,AZ,11,6787,0.43333773,
0,,AZ,15,,,
0,100507,NV,14,43018,0.94964283,0
0,3693,NM,11,1237,0.45891157,13.7
0,,OR,15,,,
0,28176,ID,12,5261,0.28125602,
0,1702,AZ,13,649,0.40920272,2.4
0,,AZ,15,,,
0,,UT,15,,,
0,4560,UT,15,4827,0.41791353,0.5
0,125701,CO,13,60742,0.21775564,2.7
1,123128,WY,7,75901,0.39499426,
0,176064,NV,15,67143,0.53570719,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,351843,NV,14,95379,0.43945313,
0,102324,UT,12,79389,0.26616858,
0,,CA,15,,,
0,3100844,CA,15,706920,0.27181083,0
0,571176,NV,13,158660,0.73373597,
0,5996,NM,13,1926,0.6901899,6.9
0,147630,CO,13,65131,0.22667711,
0,2375,WY,11,1201,0.38981435,
0,22870,TX,13,3928,0.63519829,
0,192236,UT,13,78642,0.45903741,
0,164098,SD,9,13636,0.33670967,38
0,36486,TX,12,7265,0.61460533,
0,,UT,15,,,
0,599,UT,12,599,0.37538318,
0,36942,WY,8,18471,0.37545066,
0,226790,CO,10,117305,0.19920651,
0,,AZ,15,,,
0,,ID,15,,,
1,,NM,15,,,
0,481164,NV,15,117676,1.08473408,
0,22217,AZ,12,10750,1.30964694,34.4
0,,TX,15,,,
0,,CO,15,,,
0,,NE,15,,,
1,91338,NE,13,28945,0.31463422,
0,266919,NM,13,90995,1.07311828,
0,,CO,15,,,
1,297024,CO,13,167076,0.15703666,
0,509201,NV,14,218229,0.64000975,
0,24095,CO,12,8277,0.52135289,
0,,UT,15,,,
0,2562,AZ,12,1613,0.56910207,0
0,13284,WY,8,8791,0.33050182,
0,,TX,15,,,
0,3629,MT,14,1605,0.34558238,30.2
0,1044,UT,14,1000,0.4319024,
0,3836,IN,9,409,0.1559337,
0,7961,FL,11,963,0.20396814,
0,624,CA,14,106,0.75126953,
1,324829,NM,14,97451,0.56526657,12.1
0,19389,WA,13,4153,0.25971895,1.3
0,,NM,15,,,
0,,SD,15,,,
0,711382,CA,9,81456,1.98190384,
1,1623,UT,12,730.44,0.38262329,
1,,SD; TX,15,,0.43884581,
1,324275,OR,15,88100,0.17779522,0
1,34145,OR,13,3845,0.22872604,1.5
1,,OK,15,,,
0,13423,OK,11,1689,0.25613517,19.1
1,172584,CA,12,16701.66,1.63954212,
1,,NV,15,,,
1,30568,CO,14,15822,0.22978837,8.4
0,246701,OR,15,20634.8,0.17096523,
1,467346,OR,15,116063,0.3067137,4.8
1,,OK,15,,,
1,12475,ID,10,2957,0.47425661,13.9
1,1206,MT,14,889.87,0.25111925,
1,40393,CO,14,20999,0.14852479,3.6
1,277848,TX,14,84259,0.59696069,3.5
1,27568,WY,11,12405.41,0.553654,
0,22761,KS,12,2207.44,0.41580278,
1,,OR,15,,,
1,363442,OR,14,99715,0.23932353,
1,21000,OK,15,,,
1,58318,CA,13,9390,97.42624722,1.8
1,17514,UT,10,14870,0.28271562,
1,276431,WA,13,38995,0.23234182,
1,38901,NM,13,13263,0.40536381,2.7
1,23442,AZ,13,9514,0.38717181,14
0,,AZ,15,,,
1,,NV,15,,,
1,28617,CA,12,2407,0.37740367,
1,4597,WY,9,2757.93,0.31299518,
1,206135,CA,13,19406,0.40016897,
1,4591,CO,10,1616,0.35847297,27.3
1,,OR,15,,,
1,,NM,15,,,
1,53709,KS,13,4517.55,0.28458065,
1,114387,KS,13,9621.32,0.28458065,
1,,KS,15,,,
1,99809,WY,13,41205.4,0.58664435,
1,66650,NV,13,19789,0.77088761,14.2
1,288557,NV,13,79663,0.58095373,
1,,FL; KS; OK; UT; WY,15,,,
1,83481,OK,12,8987.16,0.24241302,
1,40014,KS,9,3974.88,0.24087201,
1,,AK,15,,,
1,57924,CO,10,24360.36,0.23741067,
1,133227,CA,12,11206,0.37740367,
1,,CA,15,,,
1,7472,OR,9,2272,0.26275092,
1,,UT,15,,,
0,5263,MT,10,2809,0.3088937,6.3
1,106321,NE,15,24274.2,0.32247247,
1,12806,SD,10,3616,0.3571457,2
0,,KS,15,,,
1,28227,ND,12,8039.2,0.38267414,
1,41462,SD,12,12033,0.36705142,6
1,16811,MT,10,9512,0.30180857,26.8
1,31816,OR,10,9004.57,0.82089472,
0,131072,OR,10,37095.98,0.82089472,
1,21032,CA,15,2635.59,0.74197064,
1,10432,UT,8,10205.07,0.44304208,
1,3397,AZ,14,1185,0.37146462,
1,22819,TX,12,2876.39,0.51140791,
1,75849,KS,11,7601.79,0.40138487,
1,8117,CO,10,3462,0.29229566,10.4
1,423181,MT,12,151136.23,0.33443968,
0,48713,KS,12,4724.32,0.41580278,
1,18947,KS,10,1671.83,0.33174724,
1,57112,CA,11,11174,1.17248731,
1,115431,CA,15,121676,0.61413542,
1,225495,NM,14,76768,0.70651766,3.9
1,21165,SD,15,3121.68,0.42028559,
1,1081,CO,10,700,0.17479307,9.7
1,,KS,15,,,
1,34560,OR,15,6321.91,1.11863426,
1,,WY,15,,,
1,425,CA,10,80,0.37053066,
1,13267,OK,12,2413,0.38368884,20.1
0,77402,OR,13,9313.09,0.39434956,
1,,,15,,,
1,59856,OR,14,12528,0.66790819,
1,,TX,15,,,
1,18231,TX,12,2728,0.39440984,33.5
1,52877,CA,12,15253,1.08847448,
1,17894,SD,15,2225.62,0.24335427,
1,4762,AZ,11,2783.05,0.69133142,
1,152540,SD,11,33365,0.26228983,9.1
1,647051,CO; UT; WY,15,337219,0.29494168,
0,50366,NM,14,18731,0.70123659,
1,67713,UT,13,36932,0.33149076,0.6
1,420,UT,7,320,0.4094801,7.3
1,50167,NM,12,15462.4,0.74103305,
1,8364,NM,14,2549,0.72828766,10
