Converted?,Avg Policy Size,Grid State,Years Positive,Operating Acreage,Rain Index Variance,Distance to Nearest Customer (Miles)
0,87922,SD,8,35326,0.22592376,
0,7978,CO,13,2827,0.36805719,
1,82524,MT,12,39931,0.34241474,0.9
1,89442,MT,12,30620,0.45138728,18.2
0,1806,WY,10,1029,0.30258803,
1,60664,CA,13,4698.63,0.62509649,
0,11565,KS,14,997,0.28458065,
0,37764,CO,13,14628,0.27261852,0
1,10090,SD,8,3381,0.32026195,29.2
0,49133,UT,14,36245.49,0.25111925,
0,361977,UT,15,155811,0.51112038,0
0,,SD,15,,,
0,115370,NM,13,36053,0.45245349,
0,,MT,15,,,
0,161169,UT,12,72526,0.38262329,
1,163994,LA,13,32668.13,0.17799364,
1,,TX,0,,,
0,1445,MT,6,640,0.38779399,16.9
0,74907,WY,15,21972,0.52953403,0
0,19181,TX,11,2411,0.42764071,
0,22405,MT,8,11412,0.31768484,14
0,41230,UT,15,645668,0.42001015,3.6
0,246009,UT,14,84507,0.53343294,
1,4657,MT,11,2352,0.21471756,12.6
1,4914,CO,13,2601.55,0.17006467,
1,,KS,15,,,
1,42883,OR,10,4336.49,0.30969489,
1,,UT,15,,,
1,91718,ND,14,21075,0.42545036,4.5
1,106321,NE,15,24274.2,0.32247247,
0,2506,MT,10,1393,0.28240941,10.7
0,237963,CA,13,18119.02,1.01242352,
1,24736,NE,14,4153.4,0.32580357,
0,,OR,15,,0.3078604,
0,1069358,OR,11,60759,0.35325627,
0,57938,OK,11,6739,0.3874545,18.8
1,32880,OK,12,3448.98,0.41103977,
1,46794,NM,9,10217.03,0.40704861,
0,,CA,15,,,
0,,SD,15,,,
1,48588,WY,10,26664.11,0.34516357,
0,235884,OR,10,15164,0.31052733,
0,32337,IL,9,2364,0.1947154,223.1
1,28227,ND,12,8039.2,0.38267414,
0,424940,CA,12,53829,0.35405138,0
1,41462,SD,12,12033,0.36705142,6
0,351843,NV,14,95379,0.43945313,
1,21165,SD,15,3121.68,0.42028559,
1,32674,MT,10,17931.05,0.37318669,
1,3989,MT,13,1760,0.38965592,
0,19894,TX,14,3212,0.58002023,49.9
1,27942,MT,12,11127.34,0.33581655,
1,,MT,15,,,
0,0,NM,15,,0.40761296,
1,5634,MT,11,2414.39,0.38293738,
1,11395,NE,10,2225,0.34440419,14.5
0,14633,TX,12,3576,0.42108615,29.8
1,,MT,0,,,
1,,CO,0,,,
1,,SD,0,,,
1,,MT; SD,0,,,
1,,,15,,,28.5
1,40504,TX,13,5937,0.44724518,
0,25639,AZ,14,10413,0.24269732,0
1,266884,TX,13,32138,0.65343792,3.5
0,0,CO,15,,0.2366381,
0,,UT,15,,,
0,5306,AZ,13,2274,0.35907337,
1,,MT,0,,,
1,,MT,0,,,
1,2595,NM,12,649,0.67788411,16.1
1,,MT,0,,,
1,5177,MT,8,2240,0.31204427,
1,5163,MT,7,2241,0.34262244,0.2
1,,UT,0,,,
1,,UT,0,,,
1,647051,CO; UT; WY,15,337219,0.29494168,
1,1029,AZ,12,330,0.83609175,16.1
1,,CA,12,74796,,
0,2957,IA,8,253,0.18800309,
1,,TX,0,,,
1,4946,MT,12,2427,0.32703708,18.1
1,,NE,0,,,
1,15172,KS,14,1711.15,0.56379946,
1,,MN,0,,,
0,1071014,NV,15,292186,0.35286612,0
1,92926,AZ,13,24312,0.88666895,
0,161572,NM,14,54174,0.87407134,10.9
1,19665,TX,12,2969,0.4593396,0
1,78954,KS,14,7907,0.40138487,39.5
0,,AL,15,,,
1,59942,KS,12,6676.73,0.55300274,
0,,UT,15,,,
1,95061,MN,11,15356,0.25948891,167.8
1,,CA,0,,,
1,50286,TX,13,11038.42,0.60600841,
1,153591,WY,10,79443.46,0.60231311,
1,3829,UT,15,2824.43,0.25111925,
1,2832,MT,9,999,0.29710643,24.6
0,15852,UT,13,7354,0.42001015,
0,88846,CO,13,33042,0.41507547,
1,287690,CA,13,65716,0.27118019,
1,36073,AZ,13,13641,0.36568181,
1,,FL,0,,,
1,3884709,TX,13,329833.8,0.23295735,
1,,NE,0,,,
1,,OH,0,,,
0,40126,WY,14,25432,0.37154456,
1,,TN,0,,,
1,7585,NM,13,1921,0.54936916,39.3
1,,PA,0,,,
0,,ID; UT,0,,,
1,,TX,0,,,
0,20341,MT,10,10897,0.39747647,
0,,AL,15,,,
1,,AZ,0,,,
1,38931,KS,13,4325.67,0.46236157,
1,15506,SD,13,2124,0.40438818,26.4
1,1303,UT,11,638,0.32443641,0
1,,TX,15,,0.33013621,
1,,NC,0,,,
0,86744,CO,12,45860,0.21091458,0
1,,OH,0,,,
1,1434,WY,14,586.66,0.77396028,
1,107813,FL,14,12672,0.24320226,43.8
1,15583,OR,13,1094,0.26218196,
0,7887,UT,14,2575,0.71008176,0
0,99709,MT,10,39707,0.32592093,
1,45535,CA,12,5788.4,1.59054874,
0,2078861,WA,14,284400,0.25609438,59.4
1,,KS,15,,,
0,,WY,15,,,
1,3410,MT,12,1920,0.32358382,3
1,63389,MT,13,30671.91,0.22800083,
1,0,NV,15,,0.42322001,
1,114387,KS,13,9621.32,0.28458065,
1,6491,MT,12,2780,0.47694406,2.2
1,15946,ID,11,4431,0.49390965,0.2
1,8317,WY,10,4712,0.35804351,34.7
0,,UT,15,,,
0,64628,WA,12,13218,0.46457969,8.8
1,17891,TX,11,2236.36,0.42764071,
1,863998,WY,13,390735,0.25959009,
1,4058,UT,11,1863,0.4510977,18.5
1,,CA,0,,,
1,32856,MT,13,10127,0.66856447,
1,31279,NE,11,2775.42,0.25102466,
1,6747,UT,10,3450.25,0.41422978,
0,17905,MT,14,6659,0.35664428,
0,3666,MO,10,433,0.20910172,
0,17449,CA,13,3414,0.44448923,
1,26151,TX,14,2864.29,0.43843308,
1,144028,CO,11,68223.72,0.18286648,
0,1071,MT,9,542,0.34056988,27.8
1,19731,KS,14,2244,0.56379946,21.8
1,253447,WY,11,142563.79,0.24068468,
1,86200,WY,10,40831.67,0.33035247,
1,28617,CA,12,2407,0.37740367,
0,1531,NM,11,595,0.40949917,0.3
1,123598,NM,13,46738.79,0.72870376,
0,597,MS,9,79,0.21808389,
1,160220,UT,13,74329,0.40546415,
1,12656,NM,12,5204,0.59150332,29.8
0,206003,NM,13,64376,0.54986778,
1,138448,OK,13,55158.57,0.43333079,
1,78022,CA,11,15467,0.35884144,
0,72056,KS,11,5739,0.30665614,
0,8534,ID,12,2232.74,0.46545894,
1,50167,NM,12,15462.4,0.74103305,
1,15378,KS,10,1587.19,0.36489803,
1,101931,OR,14,28490,0.28709273,
1,,NV,15,,0.3890873,
0,18648,ID,13,4054,0.43748046,
1,19491,OK,12,2489,0.2370461,0
1,1920,MT,10,520,0.4967306,7.9
1,1670,MT,7,640,0.6855344,1
0,342135,OR,13,30427,0.68599007,
1,,,0,,,0
1,3788,MT,13,1810,0.33357667,16
0,2938,NM,13,1025,0.75051694,
1,7298,OR,11,1919,0.25977673,2.5
0,45403,TX,12,6154,0.41277358,
1,39536,ID,12,8352.7,0.60495543,
0,3567,MT,10,1630,0.40127573,34.3
1,,MT,0,,,
0,20657,MT,10,8083,0.28796565,
1,136324,AZ,13,40095.22,0.61588243,6.3
1,15825,MT,5,5719,0.58074594,2
0,,NV,15,,,
1,20166870,ID,12,2493157,0.21058613,
0,5052,TX,11,731,0.48284496,
1,27445,MT,7,9724.52,0.42782217,
1,21463,NM,13,4868,0.62934965,14.4
1,32225,MT,5,11381,0.54023897,0
1,3226,MT,7,1195,0.6855344,0
1,1081,CO,10,700,0.17479307,9.7
0,,NE,15,,,
1,,MT,0,,,
1,,MT,0,,,
0,,AZ,15,,,
0,18654,WY,14,12662,0.31984009,1
0,,WY,15,,,
1,17701,ID,10,3793.12,0.35208656,
0,4095,ID,11,740,0.55107955,
0,39258,WY,14,18402,0.48947144,
1,3311,MT,12,1215,0.64955726,0
1,28630,MT,10,17304,0.19134749,2.5
1,133227,CA,12,11206,0.37740367,
0,90468,NV,14,45742,0.50968753,
0,23045,AZ,14,10582,0.19705597,
1,,TX,15,,,
1,,CO,0,,,
0,71567,CO,13,32205,0.24474098,
0,37523,TX,11,5086,0.26178928,
1,30882,SD,12,1883.05,0.36556542,
0,113004,OR,11,15695,0.15969837,
1,10431,MT,10,4631,0.21093943,22.5
0,93141,TX,13,17632,0.58887041,39.6
1,47283,ID,13,10084.11,0.3097127,
1,8473,MT,13,2978.79,0.33123102,
1,,TX,0,,,
1,8101,OR,15,2321.89,0.24784947,
1,,OR,0,,,
1,4072,UT,9,1961,0.46760457,0
0,,AZ,15,,,
1,324829,NM,14,97451,0.56526657,12.1
1,48131,OR,12,5442,0.21282691,
0,73068,WY,8,35740,0.42461035,
0,56913,CA,10,5874,0.44448923,
0,,NE,15,,,
0,48452,CO,13,25353,0.30016306,
1,1161625,ID,12,251610,0.34144947,
0,29780,CA,10,4193,1.79080453,1
1,13184,WY,8,7705,0.24377782,
1,387196,ID,11,80294,0.5643764,
0,246650,OR,11,54408,0.36038995,
1,34377,ID,11,8994,0.35185049,
0,3948,ID,13,638,0.41672033,5.2
0,19805,ID,11,4481,0.43914568,26.1
1,217857,WY,13,91622,0.54905953,
0,45660,WY,13,26302,0.37212177,24.5
0,182516,OR,11,44157,0.43625158,
0,,WA,15,,,
0,468026,CA,12,81950,0.89060114,
1,9336,MT,9,4422,0.80418706,0
1,38901,NM,13,13263,0.40536381,2.7
0,21378,OR,13,2335,0.62295904,
0,48991,AZ,13,15741,0.451313,1.6
0,1027451,ID,9,192647,0.45934255,
0,341726,ID,10,75752,0.51390326,
0,12647,ID,11,2952,0.32735326,15.6
0,11815,MT,13,5122,0.39488084,3.9
1,23604,OH,11,2297,0.11697827,385.6
0,,ID,15,,,
0,42127,OR,11,10192,0.43625158,
1,116884,OR,15,29000,0.28888047,
0,74173,TX,12,9021,0.57729293,
0,25506,NV,9,8502,0.37533176,
0,23474,MT,8,8588,0.40743565,
1,1749098,ID,11,270479,0.36233759,
0,15083,MT,10,7632,0.25418573,8.7
0,97582,OR,12,33827,0.36839802,3.9
1,,NM,0,,,
0,56306,NV,10,17120,0.50268388,
0,,CA,15,,,
1,49428,NV,14,14258,0.44242562,
0,7969,UT,15,6896,0.38164086,
0,315695,UT,15,221973,0.64366507,
0,153498,ID,14,35349,0.22771481,0
0,7814,AZ,14,2747,0.36245861,
0,,OR,15,,,
0,,CO,15,,,
0,104689,NV,13,28902,0.71048032,
0,2019236,NV,15,729410,0.48897901,0
0,,WY,15,,0.30062963,
0,,CO,15,,,
0,16788,ID,8,4777,0.30031295,1.4
0,618201,CA,12,30859,0.62728746,
1,59368,MT,13,24287,0.16817257,
0,0,ID,15,,0.26504403,
0,91519,OR,13,9996,0.62295904,
0,1847852,OR,13,265338,0.24784947,
0,86577,OR,12,25801,0.2653701,
0,,TX,15,,,
0,481164,NV,15,117676,1.08473408,
0,194454,SD,10,60767,0.34400737,
1,72417,MT,11,25362,0.2832136,158.4
0,,TX,15,,,
1,,NE,0,,,
0,38506,MT,11,14810,0.147108,
0,194565,OR,13,21251,0.62295904,
0,38233,MT,14,17205,0.32774131,
1,2877,WY,8,1413,0.37545066,5.4
0,411421,WA,10,53201,0.49889039,
0,8779,MT,9,3238,0.43121509,
0,2732,ID,9,783,0.2421052,
0,55627,AZ,10,12837,0.34437336,
0,1454879,ID,9,301703,0.37697786,
1,205562,UT,13,149198,0.23619793,
0,215803,CO,13,96150,0.16024559,8.3
1,1911,UT,13,1862,0.32443643,0
0,452424,ID,10,75404,0.34298651,
0,,ID,15,,,
1,220264,OK,13,23050.85,0.26414482,
1,73596,AZ,13,21645.93,0.61588243,
0,,ID,15,,,
1,1574936,ID,11,322146,0.33015593,
0,,MT,15,,0.37111191,
0,1473237,ID,9,305510,0.37697786,
1,6517,AZ,12,1899,0.74771584,21.3
1,750402,NV,11,192406,0.48739787,
0,1145496,UT,12,234500,0.34838096,
0,,NV,15,,,
1,8062,TX,12,1937,0.40147808,2.5
0,527150,UT,13,304125,0.33149076,
0,7017,CO,12,2429,0.38247316,
0,60085,NE,9,11807,0.28677268,
0,1099,MT,10,341,0.29143928,
0,13757,TX,11,1603.75,0.65183972,
0,14171,ND,8,3105,0.41766869,35.9
0,9610,MT,8,6144,0.2386975,672.4
0,,UT,15,,,
1,,UT,0,,,
0,16178,CO,10,7000,0.33962659,
1,23498,TX,13,3657,0.35658485,91.9
0,261038,UT,11,121100,0.35888664,
0,,NV,15,,,
0,,UT,15,,,
1,172584,CA,12,16701.66,1.63954212,
0,,UT,15,,,
1,918,UT,13,983.66,0.32443643,
0,,CA,15,,,
1,,WY,0,,,
0,7578,NM,14,2266,0.7111417,15.8
1,1132,ID,10,294,0.28697414,0
1,,FL,0,,,
1,25296,KS,12,2167,0.39818919,17
0,583209,CA,14,60277,8.06941777,
1,40419,OR,13,5552,0.24257666,5.7
1,63283,AZ,15,7615.28,0.43443703,
1,78985,TX,12,7052.23,0.56081395,
1,,NV,0,,,
1,66650,NV,13,19789,0.77088761,14.2
0,21226,OK,10,2939,0.25498961,
1,18789,OK,9,2348.61,0.28516645,
1,18892,NE,8,1619.31,0.30165354,
1,877,CO,11,429,0.2552138,1.4
1,28973,CO,10,12299.66,0.2495466,
0,38530,NE,11,11724,0.35959014,7.3
0,147630,CO,13,65131,0.22667711,
0,11871,WY,14,4968,0.54905953,0.8
0,7853,NM,13,2655,0.39768836,6.4
0,24364,WY,13,9725,0.31709055,0
0,64648,UT,13,64648,0.36226051,
0,20456,ID,11,4640,0.42229888,3.1
0,,CO,15,,,
0,,CA,15,,0.43270964,
1,,CO,0,,,
0,,TX,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,,UT,15,,,
0,204682,CA,13,30805,1.11080738,
0,,UT,15,,,
0,236361,IL,12,20118,0.18769899,443.3
0,43578,NM,13,15943,0.76056887,
0,,WY,15,,,
0,49550,NV,13,14766.67,0.58203558,
0,9368,MT,10,3282,0.32837382,19.1
0,3834,TX,11,515,0.37563869,
0,340759,NV,13,158084,0.53343294,
0,,TX,15,,0.61376843,
0,29436,MT,8,10035,0.3487538,
0,142149,CO,15,60921,0.27860098,
0,,WY,15,,,
0,3122,AZ,12,1403,0.85820644,51
0,598995,NM,13,182127,0.76169661,
1,2371,AZ,12,843,0.44595826,16.9
0,75711,NV,13,28157,0.25333295,2.4
0,234775,CO,15,100618,0.55618902,
1,,WY,15,,,
0,55236,CA,13,4603,0.77391966,
0,1973,MS,10,296,0.20996172,
0,14746,ID,14,2989,0.33780061,
0,1476176,CA,12,210652,1.31311677,
1,394824,CA,12,66295,1.10848926,
1,,FL; KS; OK; UT; WY,15,,,
0,8395,MT,7,4106,0.384293,0
0,1950522,OR,15,92560,0.33702643,
1,61701,AZ,13,23731,0.56194078,
1,23442,AZ,13,9514,0.38717181,14
1,22399,CA,13,1880.48,1.10303208,
0,2376,WI,5,235,0.2340692,
0,15083,TX,12,2240,0.38057881,
1,17613,LA,10,1325.28,0.24298127,
1,,AZ,15,,,
1,28654,CA,12,5460,0.45329192,3.9
0,65632,NV,12,18459,0.33217425,
0,,NM,15,,0.63290898,
1,15034,SD,10,2193,0.40438818,104.1
0,,CA,15,,0.85707422,
1,925593,CA,12,70633,0.47426834,
1,,,0,,,
0,,UT,15,,0.37417565,
0,,FL,15,,,
1,66267,UT,11,30096,0.46760457,0
0,113,UT,13,49,0.45249553,
0,36673,NM,14,15717,0.33542591,
0,7003,CA,12,1098,3.58920673,
1,9724,WY,10,4131,0.40458426,0
0,,CA,15,,,
1,1253,NM,13,400,0.68554429,16.3
1,1838,UT,15,1933,0.41791353,0
0,10887,OH,11,1072,0.10274838,
0,111883,CA,13,9910.92,1.05145799,
1,643889,CA,12,116016,0.88855138,
1,44923,UT,14,50538,0.25041619,
1,1283605,CA; NV,13,107412,2.5627892,
1,467346,OR,15,116063,0.3067137,4.8
0,147384,MT,14,69086.04,0.2995126,
1,24013,TX,13,4172.1,0.53298901,
1,1375278,CA,14,124755,0.22272861,0
1,27807,WY,8,13750.74,0.31419063,
1,,CA,15,,,
1,611345,WY,15,352698.9,0.26139455,
1,33754,ID,13,5938,0.28011515,2.7
0,,UT,15,,,
1,16649,CO,13,7492.05,0.24474098,
1,,CA,0,,,
0,52760,OR,11,14932,0.82089472,
1,,,0,,,
1,67868,CA,13,6668.25,0.48910675,
1,27355,OR,11,1762,0.31052733,5.6
0,378961,ID,13,63158,0.25537086,0
1,,AZ,0,,,
0,6262,SD,11,1917,0.37725675,
1,56708,NM,14,16899.79,0.65965132,
1,106380,OR,11,15747,0.17630307,
1,693067,NV,13,187328,0.44761606,
1,,,0,,,
1,938092,NV,15,410208,0.25673464,
1,784163,CA; NV,14,529089,0.72622723,
1,144333,CA,12,28239,0.94507107,
0,3658,FL,13,469,0.20664619,
1,473197,CO; NV,15,120807,0.3540985,
0,3913,MT,12,1698,0.38293738,29.2
0,4345,AL,12,808,0.11792549,
1,50403,SD,9,5634,0.380047,36.2
0,87123,KS,11,8486,0.31293772,
1,267743,OR,11,63748.33,0.35053735,
1,4762,AZ,11,2783.05,0.69133142,
0,31130,OK,9,3870,0.29880484,43.6
1,67143,CA,13,6055,0.37062995,
0,30479,ID,14,3765,0.22966932,57.9
1,1583049,OR,15,71234,0.33702643,
0,67667,ID,11,13841,0.33015593,
1,25048,TX,13,5262.18,0.59098539,
1,23238,KS,11,1950.98,0.39818919,
1,225495,NM,14,76768,0.70651766,3.9
1,1831,MT,5,630,0.62342352,8.7
0,4322,AZ,12,2234,0.77732905,1.1
1,52410,MT,9,18717.71,0.56730488,
0,,NV,15,,,
0,2504,SD,8,646,0.32475734,4.3
0,5861,ID,9,1680,0.2421052,
1,36989,MT,9,13316,0.56280368,
0,36486,TX,12,7265,0.61460533,
1,2207,MT,11,811,0.52548738,7.4
1,43648,KS,14,3845,0.2262056,18
0,78499,UT,15,32315,0.47064223,0.6
0,23689,TX,13,3028.39,0.34540416,
1,98156,NM,12,39437.81,0.68269474,
0,2493,WY,7,1320,0.19236326,29.6
1,19157,UT,12,11209,0.30866444,0
0,11209,OK,10,1706,0.21741496,9.6
0,1153,ID,12,279,0.25327225,16.3
0,89787,UT,13,59418,0.34016005,
1,,OK,0,,,
1,13492,AZ,13,4667,0.438123,6
0,370998,NM,13,175736,0.47416648,
0,71430,NM,13,22478,0.67480031,
0,16071,UT,11,8144,0.39254264,0
0,166382,NM,12,49584,1.10165222,
1,139904,UT,14,55714,0.34696349,
0,17983,NM,14,6688,0.23136291,
0,357338,UT,10,131805,0.58792622,
1,441277,CO,13,194681,0.22667711,
0,158370,CO,15,58884,0.15862909,0
1,17514,UT,10,14870,0.28271562,
0,0,ID,15,,0.21945058,
0,102072,NM,13,39597,0.32058382,
0,26669,TX,10,3727,0.49399543,
0,51255,NM,12,15479.71,0.84824298,
0,12479,TN,11,2088,0.13240047,166.5
0,4958,NM,13,1769,0.43156208,16.9
0,28649,AZ,13,10072,0.42413762,
0,92764,TX,15,15070,0.53111339,
1,7188,NE,11,1460,0.25869735,0.7
1,7544,WY,11,4526.2,0.28112304,
0,288277,ID,13,50548,0.34333591,0
0,69036,OR,10,4438,0.31052733,
1,23144,CA,12,2293,1.15926311,56.3
0,12663,NC,11,1638,0.1611972,586.7
1,668179,NV,9,54694,0.3715531,
1,,OK,15,,,
0,271011,NM,15,91011,0.35776468,
0,,TX,15,,,
0,156764,UT,14,59783,0.50250842,
0,17552,MT,11,4229,0.2832136,67.5
0,19225,MT,11,6952,0.25188041,18.9
0,,OK; TX,15,,,
0,181628,NV,14,57232,0.28647253,0
0,2981,ID,12,665,0.46341061,8.8
0,151,UT,11,77,0.32443641,
0,58268,NV,13,16388,0.74581741,
0,24296,TX,13,7151,0.55511474,9.5
0,15939,TX,15,2415,0.50648154,
1,173833,WY,12,101590.47,0.29326413,
0,55850,TX,14,6562,0.44005535,
0,108356,UT,12,68675,0.55907218,0
0,40942,MT,9,20471,0.29910288,
0,2038,AZ,10,640,0.83236481,12.7
0,2451,TN,10,443,0.12988961,
1,43356,WY,9,26047,0.31736987,0
1,49320,KS,13,5604.59,0.37651406,
0,87413,OR,10,20703,0.35122003,
1,129801,NM,14,39917,0.83092957,18.8
0,470266,AZ,13,92730,0.48678495,0
0,229806,AZ,14,89924,0.30948286,
0,,UT,15,,,
1,1148,WY,8,658,0.24377782,0.7
0,,NM,15,,,
0,8385,NM,14,2562,0.54986778,0.1
0,6748,TX,14,1419,0.47901227,
0,127674,NM,12,41038,0.43297503,
0,38792,CA,11,3383,1.05072797,
0,27510,AZ,14,10231,0.31200009,
0,,NM,15,,,
0,9891,NM,11,3363,0.45456834,19.3
1,35784,AZ,14,10594,0.28869838,
0,10395,CA,10,2161,0.47951923,0
0,13791,MT,10,7127,0.3356556,9.6
0,,AZ,15,,,
0,2490,OR,12,641,0.46524699,3.3
0,,AZ,15,,,
0,38446,CO,14,15176,0.27261852,
0,46068,AZ,14,16635,0.40980752,2
0,25196,TX,12,5669,0.54850407,
1,89840,AZ,12,31833,0.57239449,
0,36521,NM,12,10981,0.42598107,38.4
0,57682,AZ,13,18409,0.37240324,
1,282971,OR,11,18726,0.28067762,
0,1146,WY,9,680,0.28295831,17.6
0,15134,UT,15,15838,0.36092577,0
1,882471,CA,12,81209,0.77814631,
0,34310,UT,15,37657,0.31280187,
0,76558,UT,15,29196,0.53570719,
1,72696,TX,12,14285.23,0.62856909,
0,63647,UT,15,39935,1.07941149,0
0,57787,UT,11,35622,0.61522286,
0,112878,ID,11,24270,0.60182121,0
0,,TX,15,,,
0,233316,TX,14,58329,2.5603974,
1,,TX,0,,,
1,,UT,15,,,
1,324275,OR,15,88100,0.17779522,0
1,,NV,15,,,
1,,NV,15,,,
1,130350,TX,13,32273,0.50615145,12.1
0,2906,MT,10,1282,0.28830093,
0,578232,TX,15,68045,0.58838518,1
1,20551,MT,8,8951,0.36595716,0
0,27110,SD,7,7921,0.43016979,19.1
1,34145,OR,13,3845,0.22872604,1.5
0,19066,OK,11,2410,0.2394777,
0,203774,NM,14,80437,0.22220332,
1,871742,OR,14,31738,0.25083459,
1,288557,NV,13,79663,0.58095373,
1,,NV,15,,,
1,27568,WY,11,12405.41,0.553654,
1,73564,AZ,14,33104,0.25572975,
1,206135,CA,13,19406,0.40016897,
0,11692,TX,11,1729,0.3518335,85.6
1,40393,CO,14,20999,0.14852479,3.6
1,116184,NM,13,43935.2,0.58258175,
0,69757,SD,11,22197,0.35183312,10.2
1,17390,TX,13,2591.29,0.3852458,
1,51500,NM,15,6857.52,0.39768836,
1,276431,WA,13,38995,0.23234182,
1,837097,ND,14,498951,0.33654472,63.6
0,17244,OK,11,1991,0.25446457,8.3
1,48109,AZ,13,13523,1.15552519,13.1
1,363442,OR,14,99715,0.23932353,
0,2339292,NV,15,626596,0.44761606,
0,120682,OR,14,31780,0.30849142,2
1,1229469,OR,14,92258,0.24625794,
0,,MT,15,,,
0,56922,ID,8,14152,0.29822535,
1,52843,ID,12,6709,0.19393618,0
1,,CA,15,,,
0,127662,TX,13,38045,0.62073266,
0,230428,TX,13,42497,0.62717849,
0,156803,NM,11,47041,0.84886766,
0,363419,TX,13,43150,0.59357092,
0,32411,UT,14,39419,0.27463709,
0,48430,OK,12,5646,0.38500424,
0,13148,NM,13,3593,0.33665228,0
0,615,CO,10,225,0.26768677,
0,48225,WY,14,35002,0.18708558,
1,99025,OK,10,15521.16,0.22926781,
1,,TX,15,,0.54830634,
0,7207,OR,12,1746,0.35948111,0
0,,CA,15,,,
0,55622,TX,13,7494,0.47327338,
0,3565,UT,14,3341,0.41209548,0
1,12539,TX,14,1525,0.58838518,
1,37894,TX,13,6768,0.46090691,
1,,NM,15,,,
0,37925,TX,12,7901,0.730822,
0,,TX,15,,0.54799122,
0,11560,NE,7,2489,0.27462153,
1,103970,WY,10,43321,0.469325,
0,,UT,15,,,
0,,NV,15,406357,0.50990004,
1,,NM,15,,,
1,,TX,15,,,
1,141352,AZ,13,46093,0.67902884,
0,,AZ,15,,,
0,,UT,15,,,
0,206321,NV,12,61082,0.55439587,
0,,AZ,15,,,
1,16654,CA,14,4626,1.51862401,
0,14514,TX,13,1737,0.57860649,
0,54458,TX,12,16017,0.5437875,
1,,TX,0,,,
0,24103,TX,11,3153,0.35909996,
0,103562,UT,12,51781,0.44043038,
0,64356,NM,13,20539,0.34344274,
1,56402,TX,14,8285,0.37217107,95.6
1,,TX,15,,,
0,,PA,15,,,
0,60857,KS,12,6224,0.25602244,
0,,AL,15,,,
1,,UT,0,,,
1,26104,CA,12,4251,0.62621332,0
1,235009,TX,13,37368.91,0.57646024,
0,,UT,15,,,0
1,266906,CA,11,42743,0.61413542,
0,,UT,15,,,
1,,CA,0,,,
1,92394,CO,11,46197,0.19668773,
0,137124,CA,8,13532,3.80047367,
1,57112,CA,11,11174,1.17248731,
0,291304,AZ,13,128147,0.79024501,6
0,2670,KS,11,270,0.25745864,
1,115431,CA,15,121676,0.61413542,
1,14674,UT,14,7855,0.24315208,0.1
1,387274,CA,14,36422,1.09589569,0
0,,NM,15,,0.93152256,
0,4355,ID,11,666,0.39958001,8.5
1,747932,CA,13,52997,0.83490213,0
1,109926,OR,14,7036.49,0.28888047,
0,58032,AZ,14,22708,0.30948286,
1,585499,OR,15,19448,0.31052733,
1,8162,OR,14,2186.14,0.30860559,
1,16009,TX,12,3656.86,0.54850407,
0,6073,NM,14,2525,0.60825767,1.5
0,443145,WY,13,284879,0.26042183,
1,247497,CO,15,106070,0.27860098,
0,74739,NV,11,23036,0.42874463,
1,74405,TX,15,11466.49,0.47728837,
1,26119,TX,13,3637.74,0.30806668,
1,,TX,15,,,
0,20757,ND,13,1683.45,0.42545036,
1,261158,CA,14,57889,0.27658118,4.7
0,20011,MT,13,9096,0.19336056,
0,57945,UT,12,30677,0.39254264,
0,28176,ID,12,5261,0.28125602,
0,24003,OR,13,3372,0.28690378,3
1,,TX,0,,,
0,,TX,15,,,
0,31690,CA,15,7667,1.2585446,
0,296,UT,11,392,0.26743085,
1,4813640,TX,14,827631,0.56661208,0
0,67011,UT,12,47865,0.37883142,3.6
1,,TX,15,,,
0,22172,TX,12,2850.74,0.38958381,
0,188888,CO,14,53508,0.35487899,24
0,39187,TX,12,5998,0.43217755,
0,62955,CO,10,27240,0.33962659,
0,10717,UT,15,11215,0.36092577,
0,,MT,15,,,
0,,CA,15,,,
0,20287,TX,12,2844,0.43090546,
1,297024,CO,13,167076,0.15703666,
0,355767,NV,15,111261,0.32717064,
1,,UT,0,,,
0,2956,TX,14,821,0.4081808,
0,120909,CA,12,21677,0.46615281,
0,23677,KS,14,2714,0.56379946,45.5
0,192236,UT,13,78642,0.45903741,
0,,TX,15,,0.62654444,
0,148039,NM,14,45012,0.81052099,
0,2053791,TX,15,245376,0.47419245,
0,77326,WA,14,10441,0.38972434,0
0,127966,NV,15,35328,0.38689601,
0,5390,ID,14,128572,0.32478229,9.9
0,35998,WY,11,20377,0.5685295,0
0,2664954,NV,15,825362,0.42322001,0
0,50064,NV,12,21456,0.70730348,
0,745850,CA,10,75935,0.81904678,
0,7961,FL,11,963,0.20396814,
0,,UT,15,,,
1,3737025,NV,15,1013049,0.31848114,
0,722030,NV,15,132586,0.59102384,
0,1076,CA,11,218,0.37053066,0.9
0,1755,CO,11,671,0.21651422,7.9
0,,NM,15,,,
1,40155,KS,12,3279.42,0.30635498,
0,1566,NM,13,481,0.43635233,25.6
1,1463717,CA,11,246693.9,0.89058953,
1,2979,MT,13,994,0.26236762,18.1
0,184596,CA,11,32704,0.62728746,
0,32993,TX,15,4999,0.47416076,
0,142145,CO,10,52824,0.73649693,0.2
0,1781,OK,10,216,0.28919257,
1,27319,TX,12,4422.07,0.71858094,
0,,AL,15,,,
1,117513,CA,13,12215.49,2.70765334,
